Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType,expenseSubGroup
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,22675,Subcontract,8151 Stationery Management
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,12975,Subcontract,8221 Print/Paper Supply
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,52402,Subcontract,8222 Central Reprographics
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,32517,Subcontract,2001 Utilities - Electrical
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,5768,Subcontract,2002 Utilities - Gas
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,37034,Subcontract,2003 Utilities - Fuel Oil
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,19685,Subcontract,2004 Utilities - Steam
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,50024,Subcontract,2006 Utilities - Water
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,52551,Subcontract,2007 Utilities - Sewer
New Zealand,Auckland DC,"-36.84846,174.763332",Security,22220,Subcontract,4100 Secty-Fence&Barriers
New Zealand,Auckland DC,"-36.84846,174.763332",Security,24055,Subcontract,4202 Secty-Emergency Planning
New Zealand,Auckland DC,"-36.84846,174.763332",Security,31594,Subcontract,4203 Secty-Lock & Key Controls
New Zealand,Auckland DC,"-36.84846,174.763332",Security,22390,Subcontract,4300 Security - Monitoring
New Zealand,Auckland DC,"-36.84846,174.763332",Security,21133,Subcontract,4410 Secty-Eqpt CCTV Maint
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,6281,Subcontract,8151 Stationery Management
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,13143,Subcontract,8221 Print/Paper Supply
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,52100,Subcontract,8222 Central Reprographics
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,52011,Subcontract,2001 Utilities - Electrical
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,40259,Subcontract,2002 Utilities - Gas
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,48138,Subcontract,2003 Utilities - Fuel Oil
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,32540,Subcontract,2004 Utilities - Steam
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,7531,Subcontract,2006 Utilities - Water
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,26720,Subcontract,2007 Utilities - Sewer
New Zealand,Avondale,"-36.894517,174.696524",Security,34206,Subcontract,4200 Security - Guards
New Zealand,Avondale,"-36.894517,174.696524",Security,40091,Subcontract,4100 Secty-Fence&Barriers
New Zealand,Avondale,"-36.894517,174.696524",Security,52123,Subcontract,4202 Secty-Emergency Planning
New Zealand,Avondale,"-36.894517,174.696524",Security,9372,Subcontract,4203 Secty-Lock & Key Controls
New Zealand,Avondale,"-36.894517,174.696524",Security,44707,Subcontract,4410 Secty-Eqpt CCTV Maint
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,15482,Subcontract,8151 Stationery Management
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,45303,Subcontract,8221 Print/Paper Supply
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,6690,Subcontract,8222 Central Reprographics
New Zealand,Avondale,"-36.894517,174.696524",Utilities,48892,Subcontract,2001 Utilities - Electrical
New Zealand,Avondale,"-36.894517,174.696524",Utilities,46836,Subcontract,2002 Utilities - Gas
New Zealand,Avondale,"-36.894517,174.696524",Utilities,18674,Subcontract,2003 Utilities - Fuel Oil
New Zealand,Avondale,"-36.894517,174.696524",Utilities,21239,Subcontract,2004 Utilities - Steam
New Zealand,Avondale,"-36.894517,174.696524",Utilities,47329,Subcontract,2006 Utilities - Water
New Zealand,Avondale,"-36.894517,174.696524",Utilities,33803,Subcontract,2007 Utilities - Sewer
India,Baddi,"30.957826,76.791356",Security,16693,Subcontract,4200 Security - Guards
India,Baddi,"30.957826,76.791356",Security,7433,Subcontract,4100 Secty-Fence&Barriers
India,Baddi,"30.957826,76.791356",Security,27080,Subcontract,4202 Secty-Emergency Planning
India,Baddi,"30.957826,76.791356",Security,54492,Subcontract,4203 Secty-Lock & Key Controls
India,Baddi,"30.957826,76.791356",Security,30487,Subcontract,4300 Security - Monitoring
India,Baddi,"30.957826,76.791356",Security,26203,Subcontract,4410 Secty-Eqpt CCTV Maint
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,27788,Subcontract,8151 Stationery Management
India,Baddi,"30.957826,76.791356",Utilities,16514,Subcontract,2001 Utilities - Electrical
India,Baddi,"30.957826,76.791356",Utilities,10889,Subcontract,2002 Utilities - Gas
India,Baddi,"30.957826,76.791356",Utilities,15939,Subcontract,2003 Utilities - Fuel Oil
India,Baddi,"30.957826,76.791356",Utilities,34195,Subcontract,2004 Utilities - Steam
India,Baddi,"30.957826,76.791356",Utilities,51334,Subcontract,2006 Utilities - Water
India,Baddi,"30.957826,76.791356",Utilities,47580,Subcontract,2007 Utilities - Sewer
India,Mumbai EC,"19.030029,72.861308",Security,11908,Subcontract,4200 Security - Guards
India,Mumbai EC,"19.030029,72.861308",Security,39546,Subcontract,4100 Secty-Fence&Barriers
India,Mumbai EC,"19.030029,72.861308",Security,17219,Subcontract,4202 Secty-Emergency Planning
India,Mumbai EC,"19.030029,72.861308",Security,13348,Subcontract,4203 Secty-Lock & Key Controls
India,Mumbai EC,"19.030029,72.861308",Security,56165,Subcontract,4300 Security - Monitoring
India,Mumbai EC,"19.030029,72.861308",Security,29580,Subcontract,4410 Secty-Eqpt CCTV Maint
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,23446,Subcontract,8151 Stationery Management
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,12992,Subcontract,8221 Print/Paper Supply
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,39244,Subcontract,8222 Central Reprographics
India,Mumbai EC,"19.030029,72.861308",Utilities,26839,Subcontract,2001 Utilities - Electrical
India,Mumbai EC,"19.030029,72.861308",Utilities,57046,Subcontract,2002 Utilities - Gas
India,Mumbai EC,"19.030029,72.861308",Utilities,6596,Subcontract,2003 Utilities - Fuel Oil
India,Mumbai EC,"19.030029,72.861308",Utilities,8089,Subcontract,2004 Utilities - Steam
India,Mumbai EC,"19.030029,72.861308",Utilities,18152,Subcontract,2006 Utilities - Water
India,Mumbai EC,"19.030029,72.861308",Utilities,51980,Subcontract,2007 Utilities - Sewer
Singapore,Jurong,"1.364434,103.775263",Security,22622,Subcontract,4100 Secty-Fence&Barriers
Singapore,Jurong,"1.364434,103.775263",Security,20302,Subcontract,4202 Secty-Emergency Planning
Singapore,Jurong,"1.364434,103.775263",Security,54456,Subcontract,4300 Security - Monitoring
Singapore,Jurong,"1.364434,103.775263",Security,31065,Subcontract,4410 Secty-Eqpt CCTV Maint
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,39014,Subcontract,8221 Print/Paper Supply
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,24453,Subcontract,8222 Central Reprographics
Singapore,Jurong,"1.364434,103.775263",Utilities,23060,Subcontract,2001 Utilities - Electrical
Singapore,Jurong,"1.364434,103.775263",Utilities,21493,Subcontract,2002 Utilities - Gas
Singapore,Jurong,"1.364434,103.775263",Utilities,17452,Subcontract,2003 Utilities - Fuel Oil
Singapore,Jurong,"1.364434,103.775263",Utilities,58445,Subcontract,2004 Utilities - Steam
Singapore,Jurong,"1.364434,103.775263",Utilities,5969,Subcontract,2006 Utilities - Water
Singapore,Jurong,"1.364434,103.775263",Utilities,22266,Subcontract,2007 Utilities - Sewer
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,35092,Subcontract,4200 Security - Guards
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,32114,Subcontract,4100 Secty-Fence&Barriers
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,10791,Subcontract,4202 Secty-Emergency Planning
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,46272,Subcontract,4203 Secty-Lock & Key Controls
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,14205,Subcontract,4300 Security - Monitoring
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,6664,Subcontract,4410 Secty-Eqpt CCTV Maint
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,53987,Subcontract,2001 Utilities - Electrical
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,30477,Subcontract,2002 Utilities - Gas
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,31559,Subcontract,2003 Utilities - Fuel Oil
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,26856,Subcontract,2004 Utilities - Steam
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,56653,Subcontract,2006 Utilities - Water
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,16641,Subcontract,2007 Utilities - Sewer
Thailand,Lad Krabang,"13.722049,100.784157",Security,31890,Subcontract,4100 Secty-Fence&Barriers
Thailand,Lad Krabang,"13.722049,100.784157",Security,20818,Subcontract,4202 Secty-Emergency Planning
Thailand,Lad Krabang,"13.722049,100.784157",Security,47029,Subcontract,4203 Secty-Lock & Key Controls
Thailand,Lad Krabang,"13.722049,100.784157",Security,55221,Subcontract,4300 Security - Monitoring
Thailand,Lad Krabang,"13.722049,100.784157",Security,20265,Subcontract,4410 Secty-Eqpt CCTV Maint
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,7931,Subcontract,8151 Stationery Management
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,6022,Subcontract,8221 Print/Paper Supply
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,33635,Subcontract,8222 Central Reprographics
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,9968,Subcontract,2001 Utilities - Electrical
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,7032,Subcontract,2002 Utilities - Gas
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,56774,Subcontract,2003 Utilities - Fuel Oil
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,22675,Subcontract,2004 Utilities - Steam
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,12975,Subcontract,2006 Utilities - Water
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,52402,Subcontract,2007 Utilities - Sewer
